timestamp,x,y,z
0,0.53,-5.95,7.74
10,0.76,-5.97,7.69
20,0.85,-6.0,7.7
30,0.96,-6.03,7.57
40,1.09,-6.02,7.34
50,1.17,-6.05,7.14
60,1.11,-6.07,7.0
70,1.05,-6.08,6.84
80,0.95,-6.07,6.65
90,0.9,-6.04,6.39
100,0.93,-5.96,6.12
110,0.82,-5.9,5.96
120,0.6,-5.83,5.87
130,0.25,-5.85,5.88
140,0.12,-5.97,5.91
150,-0.44,-5.92,5.8
160,-2.23,-5.59,5.48
170,-5.67,-5.06,5.0
180,-10.47,-4.24,4.55
190,-15.64,-3.24,4.21
200,-19.55,-2.24,4.13
210,-21.47,-1.31,4.4
220,-21.04,-0.48,4.93
230,-18.53,0.16,6.32
240,-16.08,0.52,8.52
250,-14.49,0.88,10.35
260,-12.97,1.48,11.14
270,-11.72,2.31,10.91
280,-9.63,3.28,10.15
290,-6.76,3.94,9.58
300,-3.61,4.28,9.31
310,-0.76,4.46,9.08
320,1.6,4.58,9.04
330,4.02,4.47,9.82
340,6.34,4.2,11.21
350,8.04,3.84,12.45
360,8.98,3.91,12.91
370,9.76,4.33,12.72
380,10.88,4.57,12.25
390,12.41,4.55,11.83
400,14.12,4.24,11.62
410,15.36,3.91,11.17
420,15.69,3.9,10.33
430,16.25,3.07,9.81
440,17.43,2.73,9.41
450,20.15,2.49,8.82
460,23.48,1.89,8.8
470,25.62,1.26,9.29
480,25.64,1.06,9.66
490,23.95,1.08,9.58
500,21.95,1.21,9.0
510,20.39,1.41,8.01
520,19.5,1.23,7.11
530,18.79,1.12,6.44
540,17.9,1.29,5.98
550,16.97,1.55,6.09
560,16.33,1.93,6.41
570,16.07,2.48,6.41
580,16.01,2.95,6.08
590,15.66,3.36,5.74
600,14.7,3.61,5.18
610,13.39,4.03,4.12
620,11.49,4.45,3.64
630,8.82,4.85,4.27
640,6.28,5.13,5.09
650,4.21,5.09,6.31
660,2.44,4.65,8.04
670,1.43,3.69,9.64
680,1.16,2.89,10.36
690,1.09,2.38,10.11
700,0.44,2.29,9.51
710,-1.12,2.49,9.13
720,-3.01,2.39,9.38
730,-4.06,2.18,9.67
740,-4.22,1.98,9.16
750,-4.32,1.71,8.19
760,-5.08,1.75,7.02
770,-8.0,1.9,7.36
780,-10.8,1.91,9.3
790,-12.9,1.46,12.45
800,-13.24,0.51,15.19
810,-12.28,-0.15,17.12
820,-10.98,-1.05,17.65
830,-10.12,-1.28,16.55
840,-10.65,-0.97,13.68
850,-11.5,-0.53,11.54
860,-11.73,-0.42,10.58
870,-11.48,-0.38,10.45
880,-10.99,-0.32,10.43
890,-10.28,-0.27,10.14
900,-9.63,-0.17,9.68
910,-9.04,-0.04,9.09
920,-8.3,0.14,8.44
930,-7.46,0.44,7.66
940,-6.48,0.89,6.98
950,-5.57,1.4,6.66
960,-4.72,1.94,6.86
970,-3.71,2.39,7.5
980,-2.75,2.77,8.5
990,-1.72,3.03,9.72
1000,-0.36,3.1,10.89
