timestamp,x,y,z
0,-5.13,-5.04,6.54
10,-4.81,-5.18,6.51
20,-4.22,-5.22,6.09
30,-3.6,-5.27,5.34
40,-2.86,-5.24,4.42
50,-2.4,-5.24,3.5
60,-2.01,-5.37,3.06
70,-1.97,-5.49,3.08
80,-2.13,-5.63,3.6
90,-1.38,-5.63,4.69
100,-0.42,-5.71,5.94
110,-0.42,-5.66,6.79
120,-1.54,-5.71,7.02
130,-3.43,-5.84,7.0
140,-5.41,-5.88,6.25
150,-7.31,-5.8,4.89
160,-8.64,-5.53,3.65
170,-9.48,-5.08,2.36
180,-10.85,-4.41,1.13
190,-12.9,-3.65,0.76
200,-15.61,-3.19,2.18
210,-18.91,-2.84,5.45
220,-20.54,-2.69,9.51
230,-19.29,-3.08,12.51
240,-17.24,-2.88,12.26
250,-16.87,-2.33,9.31
260,-17.6,-1.58,6.09
270,-18.18,-1.17,4.39
280,-18.14,-0.92,4.78
290,-17.05,-0.74,7.28
300,-15.02,-0.56,10.04
310,-12.12,-0.11,11.21
320,-9.67,0.47,10.95
330,-7.79,1.17,10.4
340,-5.64,2.12,9.59
350,-3.02,3.08,9.09
360,0.92,4.57,8.26
370,6.16,6.02,7.6
380,11.4,7.04,8.7
390,17.39,7.63,9.95
400,24.14,7.64,12.14
410,29.17,7.11,15.05
420,31.25,6.18,17.65
430,31.87,5.01,20.12
440,30.77,3.62,21.7
450,28.58,2.28,20.68
460,25.46,1.65,17.46
470,21.91,0.96,13.54
480,19.24,1.06,9.54
490,18.35,1.58,5.66
500,17.81,2.23,3.94
510,16.6,2.84,4.2
520,15.37,2.89,5.45
530,14.01,2.66,6.96
540,11.88,2.21,9.13
550,9.76,1.77,10.87
560,8.71,1.46,11.09
570,8.14,2.11,9.37
580,7.89,3.32,6.36
590,6.78,4.36,4.29
600,4.84,5.04,5.08
610,2.44,4.73,8.17
620,-1.04,3.55,12.84
630,-3.78,2.14,16.95
640,-4.32,0.75,18.49
650,-3.27,0.84,16.97
660,-2.66,2.36,11.03
670,-7.02,3.55,5.66
680,-14.49,4.29,5.18
690,-24.13,3.55,7.61
700,-31.11,1.98,13.35
710,-31.04,-0.45,21.16
720,-27.11,-3.76,27.03
730,-21.43,-5.29,25.08
740,-17.24,-4.89,18.65
750,-16.92,-3.0,11.24
760,-20.69,-1.51,5.64
770,-23.82,-0.94,4.19
780,-23.17,-1.38,5.61
790,-20.07,-1.7,8.99
800,-16.96,-2.13,11.18
810,-14.15,-1.51,10.49
820,-11.58,-0.6,8.75
830,-9.4,0.3,7.29
840,-7.84,1.05,6.32
850,-6.64,1.32,6.29
860,-5.59,1.17,7.87
870,-4.07,0.71,10.1
880,-2.18,0.22,11.81
890,-1.08,-0.2,12.43
900,-1.45,-0.41,12.07
910,-2.37,-0.2,10.48
920,-3.88,0.77,9.41
930,-1.6,1.48,7.82
940,0.68,1.67,8.43
950,2.49,1.62,10.16
960,4.23,1.38,11.23
970,5.64,1.07,12.12
980,7.25,0.4,13.04
990,8.42,-0.14,13.97
1000,8.71,0.0,13.37
