timestamp,x,y,z
0,-1.63,-6.38,6.76
10,-1.64,-6.45,6.9
20,-1.53,-6.48,7.1
30,-1.49,-6.54,7.22
40,-1.38,-6.56,7.25
50,-1.25,-6.53,7.19
60,-1.08,-6.5,7.02
70,-0.95,-6.51,6.97
80,-0.83,-6.54,7.02
90,-0.7,-6.63,7.15
100,-0.59,-6.64,7.22
110,-0.39,-6.61,7.19
120,-0.15,-6.59,7.17
130,-0.02,-6.53,7.16
140,0.04,-6.45,7.11
150,-0.03,-6.36,6.9
160,-0.46,-6.3,6.82
170,-1.25,-6.25,6.62
180,-2.1,-6.19,6.51
190,-3.05,-6.22,6.51
200,-4.32,-6.1,6.48
210,-5.94,-5.77,6.02
220,-8.12,-5.43,5.05
230,-10.92,-5.01,3.8
240,-13.61,-4.59,2.76
250,-15.22,-4.34,2.34
260,-15.62,-4.18,2.59
270,-15.95,-4.24,2.83
280,-16.14,-4.15,3.01
290,-16.21,-4.11,2.99
300,-16.31,-4.04,3.56
310,-16.82,-4.01,4.35
320,-15.84,-3.49,5.68
330,-14.41,-3.1,6.48
340,-12.41,-2.49,7.19
350,-10.05,-1.8,7.35
360,-7.58,-1.04,7.75
370,-4.74,-0.18,8.06
380,-1.78,0.66,8.04
390,0.92,0.85,9.36
400,2.77,0.83,11.02
410,4.09,1.06,11.63
420,4.75,1.12,11.68
430,5.43,1.58,10.85
440,7.71,2.42,9.43
450,10.34,2.97,9.11
460,12.77,3.06,10.24
470,14.44,2.82,11.58
480,15.7,2.42,13.1
490,16.9,1.86,14.72
500,17.58,1.19,16.21
510,17.74,0.84,17.03
520,17.64,0.72,16.86
530,17.06,0.4,17.41
540,16.2,0.11,17.55
550,15.07,0.04,17.37
560,14.55,0.02,16.35
570,14.12,-0.1,14.96
580,13.95,0.3,13.01
590,14.17,1.05,11.21
600,14.8,1.82,10.56
610,15.48,2.21,11.63
620,15.49,2.3,13.21
630,14.53,2.66,13.93
640,12.77,3.14,13.69
650,10.92,3.66,12.97
660,9.59,4.09,12.06
670,8.57,3.95,12.0
680,6.95,4.18,11.25
690,6.49,4.31,9.57
700,5.32,4.25,8.8
710,2.91,4.03,8.52
720,0.13,3.65,9.01
730,-3.26,3.1,9.78
740,-5.33,2.72,10.06
750,-5.51,2.45,9.59
760,-4.95,2.91,8.68
770,-4.86,3.68,6.65
780,-7.17,4.3,3.83
790,-13.12,4.53,2.73
800,-20.82,3.71,4.42
810,-25.38,0.8,6.05
820,-25.7,-1.3,10.07
830,-21.72,-2.83,13.09
840,-17.05,-3.62,14.64
850,-13.66,-3.47,15.38
860,-11.84,-2.35,14.23
870,-13.18,-0.95,10.22
880,-16.88,-0.1,6.63
890,-20.84,0.17,4.8
900,-23.3,-0.18,4.48
910,-23.17,-0.65,6.09
920,-20.86,-0.99,8.11
930,-18.37,-1.15,9.46
940,-16.1,-0.95,9.9
950,-14.06,-0.31,9.51
960,-12.22,0.3,8.92
970,-10.95,0.89,8.15
980,-10.02,1.22,7.61
990,-8.97,1.34,7.64
1000,-7.62,1.33,7.72
