timestamp,x,y,z
0,1.14,-6.28,7.0
10,1.2,-6.26,6.87
20,1.15,-6.2,6.79
30,1.04,-6.1,6.64
40,0.94,-6.01,6.51
50,0.77,-5.93,6.47
60,0.54,-5.89,6.48
70,0.3,-5.84,6.46
80,0.08,-5.75,6.34
90,-0.19,-5.68,6.22
100,-0.67,-5.67,6.12
110,-1.43,-5.64,6.0
120,-2.33,-5.57,5.95
130,-3.17,-5.46,5.97
140,-4.01,-5.3,6.2
150,-5.12,-5.1,6.44
160,-6.5,-4.98,6.69
170,-7.91,-5.07,7.12
180,-9.54,-5.2,7.98
190,-11.01,-5.36,8.99
200,-12.02,-5.5,10.04
210,-12.17,-5.6,10.65
220,-11.78,-5.29,10.71
230,-10.89,-4.82,10.45
240,-10.01,-4.25,10.0
250,-9.51,-3.63,9.38
260,-9.29,-3.1,8.77
270,-9.2,-2.64,8.38
280,-8.77,-2.18,8.22
290,-7.79,-1.62,8.05
300,-6.32,-0.73,7.55
310,-4.44,0.23,7.15
320,-2.01,1.13,7.1
330,0.55,1.93,7.12
340,2.75,2.69,7.17
350,4.94,3.28,7.77
360,7.25,3.46,8.67
370,8.69,3.37,9.79
380,9.4,3.31,10.79
390,10.37,3.56,11.23
400,12.45,4.18,10.89
410,15.27,4.55,10.44
420,17.27,4.06,10.96
430,18.22,3.03,11.8
440,18.65,2.01,12.2
450,19.03,1.11,12.15
460,18.95,0.27,11.69
470,18.13,-0.32,11.03
480,17.18,-0.61,10.11
490,16.28,-0.56,9.5
500,16.08,-0.36,8.78
510,16.58,-0.17,8.22
520,16.97,0.18,7.73
530,16.89,0.47,6.94
540,16.74,0.74,6.04
550,17.08,1.07,5.37
560,17.06,1.42,5.26
570,17.18,1.85,5.57
580,17.4,2.4,6.29
590,17.53,2.97,6.79
600,17.68,3.56,6.65
610,17.7,4.29,6.17
620,17.27,4.92,5.84
630,16.46,5.26,6.08
640,15.03,5.65,6.53
650,13.16,5.78,7.34
660,11.71,5.55,8.19
670,10.89,5.3,8.43
680,10.24,5.58,7.42
690,8.55,6.1,6.47
700,6.34,6.38,5.89
710,3.95,6.34,5.68
720,1.31,5.79,6.54
730,-0.89,4.69,7.97
740,-2.37,3.4,9.23
750,-2.7,2.17,10.12
760,-2.16,1.42,10.08
770,-2.23,1.87,8.29
780,-3.23,2.81,5.9
790,-5.0,3.38,5.37
800,-6.6,3.25,6.57
810,-7.62,2.5,8.89
820,-7.61,1.31,11.72
830,-7.12,0.29,14.04
840,-7.74,-0.0,14.89
850,-8.74,0.32,13.71
860,-9.63,0.78,12.6
870,-10.37,0.98,12.52
880,-10.87,0.88,13.09
890,-11.25,0.67,13.8
900,-11.15,0.43,14.59
910,-10.64,0.22,15.09
920,-10.2,0.27,14.95
930,-9.64,0.51,14.49
940,-9.01,0.82,13.89
950,-8.57,1.13,13.45
960,-8.07,1.6,12.93
970,-7.42,1.99,12.43
980,-7.02,2.36,11.86
990,-6.86,2.63,11.42
1000,-6.49,2.81,11.08
