timestamp,x,y,z
0,-1.89,-6.72,6.26
10,-1.94,-6.7,6.21
20,-2.08,-6.71,6.31
30,-2.11,-6.69,6.36
40,-2.07,-6.71,6.4
50,-2.04,-6.73,6.45
60,-2.06,-6.75,6.42
70,-2.01,-6.74,6.41
80,-1.98,-6.71,6.4
90,-1.98,-6.67,6.5
100,-2.06,-6.63,6.62
110,-2.16,-6.57,6.66
120,-2.28,-6.46,6.57
130,-2.38,-6.31,6.38
140,-2.65,-6.16,6.13
150,-3.2,-6.05,5.87
160,-4.14,-5.95,5.59
170,-5.01,-5.77,5.26
180,-5.71,-5.48,4.95
190,-6.67,-5.05,4.41
200,-8.27,-4.51,3.59
210,-10.45,-4.08,2.49
220,-13.01,-3.94,1.87
230,-15.1,-4.09,1.98
240,-16.04,-4.63,2.63
250,-15.97,-5.1,3.28
260,-15.7,-5.45,3.59
270,-15.73,-5.51,3.26
280,-15.99,-5.23,2.65
290,-15.68,-4.81,2.29
300,-16.01,-4.1,2.02
310,-15.02,-2.89,2.37
320,-11.48,-2.52,2.8
330,-6.85,-1.98,3.93
340,-3.99,-1.47,5.45
350,-2.49,-0.31,5.26
360,-0.91,1.29,5.26
370,1.64,2.37,7.16
380,4.74,3.31,10.12
390,7.24,3.43,13.32
400,8.19,2.62,16.43
410,7.98,1.5,18.2
420,8.36,1.25,17.26
430,9.45,1.63,16.14
440,10.85,1.76,15.74
450,12.73,1.66,15.31
460,13.77,1.82,14.75
470,14.5,1.74,14.33
480,14.89,1.55,14.5
490,15.87,1.58,14.84
500,16.82,1.1,16.07
510,17.04,0.45,17.24
520,16.13,0.45,16.83
530,15.5,0.65,15.78
540,15.42,1.27,14.09
550,15.64,2.33,12.16
560,16.41,3.39,10.45
570,17.53,3.95,9.84
580,16.76,4.29,10.56
590,14.81,3.85,11.45
600,12.06,3.3,12.58
610,9.52,2.74,13.21
620,7.92,2.13,13.1
630,7.37,1.85,11.89
640,7.32,1.96,10.3
650,7.38,2.75,7.66
660,7.05,3.83,4.71
670,5.01,4.73,1.9
680,1.33,4.91,1.2
690,-3.47,4.11,2.75
700,-7.57,2.23,5.78
710,-9.42,0.23,9.57
720,-8.16,-1.67,13.03
730,-6.06,-2.47,14.61
740,-6.3,-1.71,12.34
750,-8.75,-0.36,8.08
760,-11.71,0.3,4.85
770,-14.53,-0.79,2.85
780,-17.13,-2.08,3.24
790,-18.46,-3.71,5.4
800,-18.02,-4.94,7.36
810,-16.24,-5.42,9.14
820,-14.73,-4.93,9.94
830,-15.43,-3.97,8.74
840,-18.16,-3.35,7.33
850,-20.48,-3.17,7.08
860,-21.62,-3.25,7.93
870,-21.16,-3.64,9.46
880,-19.19,-3.74,10.56
890,-16.49,-3.5,10.49
900,-15.32,-2.8,9.91
910,-12.64,-2.27,8.04
920,-11.32,-1.51,6.47
930,-10.19,-0.61,5.62
940,-8.99,0.01,5.74
950,-7.92,0.01,6.53
960,-6.6,-0.03,7.99
970,-4.14,-0.39,9.35
980,-1.94,-0.94,10.11
990,-0.61,-1.46,10.6
1000,-0.25,-1.89,10.17
