timestamp,x,y,z
0,5.6,-1.41,12.07
10,7.73,-2.02,14.02
20,9.64,-1.9,20.0
30,12.92,-2.32,24.64
40,14.62,-2.96,24.85
50,12.49,-3.4,23.64
60,10.16,-3.59,21.58
70,8.94,-3.56,19.53
80,8.47,-3.24,17.44
90,8.39,-2.62,14.95
100,8.36,-2.23,13.46
110,7.87,-1.92,11.86
120,6.96,-1.53,9.97
130,5.91,-1.29,8.13
140,5.11,-0.98,6.46
150,5.01,-0.52,4.67
160,4.7,0.06,2.64
170,3.27,0.73,0.92
180,1.54,1.23,-0.44
190,-1.02,1.48,-1.16
200,-4.92,1.46,-1.34
210,-8.52,0.94,-0.79
220,-11.99,0.61,1.02
230,-13.7,-0.04,2.92
240,-14.65,-0.29,4.25
250,-16.0,-0.33,3.61
260,-18.73,-0.38,2.11
270,-22.14,-0.79,0.84
280,-25.29,-1.33,0.96
290,-26.62,-1.9,1.81
300,-25.5,-2.31,2.7
310,-23.37,-2.45,2.68
320,-20.93,-2.27,1.62
330,-18.57,-1.88,0.09
340,-16.58,-1.53,-1.3
350,-14.96,-1.22,-2.45
360,-13.75,-0.93,-3.2
370,-12.72,-0.7,-3.45
380,-11.67,-0.54,-3.05
390,-10.09,-0.48,-2.43
400,-8.56,-0.39,-2.21
410,-7.58,-0.13,-1.52
420,-6.47,-0.1,-0.74
430,-5.13,0.12,0.67
440,-4.06,0.09,3.04
450,-3.88,-0.23,6.43
460,-3.81,-0.63,9.69
470,-3.78,-0.79,11.95
480,-3.7,-0.74,12.18
490,-3.32,-0.06,11.18
500,-1.46,0.95,9.75
510,1.27,1.67,9.39
520,4.07,2.48,10.34
530,6.48,3.2,11.33
540,8.75,3.31,12.82
550,11.19,3.08,15.31
560,13.35,2.91,17.74
570,15.01,2.9,19.26
580,16.37,2.71,20.11
590,17.36,2.47,20.18
600,18.23,2.33,19.75
610,18.64,2.08,19.31
620,18.23,1.46,18.69
630,17.44,0.68,16.88
640,16.68,0.28,13.97
650,16.65,0.4,10.92
660,16.88,0.89,8.26
670,16.83,1.49,6.83
680,16.45,2.21,6.65
690,15.64,2.66,7.5
700,14.56,2.87,8.79
710,13.14,2.89,10.05
720,11.56,2.67,10.59
730,10.18,2.7,10.79
740,8.37,3.17,10.67
750,6.13,3.19,10.88
760,3.76,3.15,11.37
770,2.37,2.88,11.5
780,2.06,2.75,10.74
790,1.97,2.78,8.84
800,1.39,3.0,6.64
810,-0.04,3.37,4.45
820,-2.58,3.3,4.38
830,-5.49,3.08,6.22
840,-8.98,2.19,8.03
850,-10.62,0.93,11.83
860,-10.78,-0.08,14.13
870,-10.21,-0.3,13.03
880,-11.08,0.17,9.69
890,-13.29,0.25,5.62
900,-16.64,-0.25,3.63
910,-19.62,-1.24,4.86
920,-21.33,-2.44,7.81
930,-21.18,-3.32,10.34
940,-20.67,-3.44,10.96
950,-21.11,-3.24,9.89
960,-22.25,-3.26,8.86
970,-22.75,-3.26,8.55
980,-21.8,-3.06,8.54
990,-19.79,-2.75,8.49
1000,-17.39,-2.36,7.83
