timestamp,x,y,z
0,0.86,-6.18,7.29
10,0.97,-6.18,7.25
20,1.02,-6.21,7.19
30,1.09,-6.22,7.18
40,1.16,-6.19,7.21
50,1.24,-6.19,7.22
60,1.34,-6.16,7.21
70,1.47,-6.09,7.15
80,1.44,-5.98,7.04
90,1.22,-5.85,6.95
100,0.91,-5.76,6.97
110,0.52,-5.64,6.97
120,0.08,-5.57,7.02
130,-0.31,-5.45,7.07
140,-0.61,-5.43,7.19
150,-0.96,-5.36,7.16
160,-1.36,-5.23,6.9
170,-1.85,-5.02,6.39
180,-2.42,-4.75,5.84
190,-3.15,-4.5,5.57
200,-4.03,-4.26,5.55
210,-5.07,-4.11,5.57
220,-6.22,-3.96,5.84
230,-7.18,-3.85,6.56
240,-7.68,-3.78,7.41
250,-8.03,-3.85,8.12
260,-8.83,-3.94,8.54
270,-9.82,-4.13,8.78
280,-10.72,-4.24,8.96
290,-11.51,-4.14,9.1
300,-12.07,-4.0,9.35
310,-11.97,-3.78,9.87
320,-11.13,-3.5,10.18
330,-10.37,-3.07,10.48
340,-9.79,-2.54,10.78
350,-9.05,-2.09,11.08
360,-8.07,-1.59,11.11
370,-6.93,-0.88,10.8
380,-5.4,0.23,9.96
390,-3.5,1.46,8.65
400,-1.32,2.7,7.57
410,1.14,4.14,6.63
420,4.04,5.66,5.78
430,7.13,6.85,5.6
440,10.39,7.6,6.27
450,13.66,8.04,7.1
460,16.15,8.24,7.86
470,18.74,8.0,8.19
480,21.33,7.63,8.51
490,24.13,6.75,8.82
500,23.96,6.11,9.39
510,24.32,5.46,9.38
520,23.64,5.14,10.25
530,22.5,4.72,11.54
540,21.46,4.65,12.18
550,21.16,5.05,12.0
560,20.87,4.92,11.42
570,20.76,4.37,10.89
580,20.65,4.04,9.96
590,20.24,4.13,8.91
600,19.31,4.8,8.29
610,18.27,5.79,8.09
620,16.83,6.51,8.41
630,15.41,6.84,9.11
640,14.58,6.81,9.14
650,13.88,7.08,8.17
660,13.11,7.72,6.21
670,12.35,8.72,5.06
680,10.99,9.4,5.14
690,9.28,9.34,6.59
700,8.07,8.79,8.58
710,7.02,8.05,10.14
720,5.67,7.52,10.82
730,3.92,7.26,10.48
740,1.38,7.5,9.36
750,-1.86,7.47,8.99
760,-4.94,6.9,10.1
770,-6.35,5.57,11.96
780,-6.21,3.87,13.41
790,-5.9,2.41,13.76
800,-6.16,1.69,13.0
810,-7.44,1.76,11.07
820,-9.14,2.05,8.8
830,-10.86,1.74,8.43
840,-12.41,0.87,10.31
850,-13.1,-0.19,12.61
860,-12.76,-1.2,14.39
870,-11.87,-2.0,15.15
880,-11.61,-2.23,14.73
890,-12.5,-1.92,13.24
900,-13.95,-1.4,11.98
910,-15.28,-0.96,11.91
920,-16.26,-0.79,12.94
930,-16.74,-0.77,14.54
940,-15.36,-0.92,16.02
950,-12.55,-1.17,16.67
960,-10.22,-0.91,15.66
970,-9.0,0.04,13.38
980,-8.58,1.21,10.87
990,-8.19,2.42,9.09
1000,-7.33,3.76,7.86
