timestamp,x,y,z
0,-0.57,-4.41,8.66
10,-0.71,-4.35,9.04
20,-0.81,-4.37,9.14
30,-1.06,-4.46,9.12
40,-1.78,-4.43,8.97
50,-2.06,-4.39,8.97
60,-1.87,-4.53,9.15
70,-1.68,-4.54,9.49
80,-1.52,-4.4,10.01
90,-1.01,-4.36,10.44
100,0.26,-4.33,10.7
110,2.19,-4.36,10.84
120,3.97,-4.46,10.99
130,5.21,-4.32,11.23
140,6.45,-4.1,11.37
150,7.38,-3.97,11.28
160,7.73,-3.75,10.74
170,7.78,-3.6,10.0
180,8.01,-3.45,9.03
190,8.44,-3.3,7.38
200,9.87,-3.07,5.81
210,11.48,-2.77,4.17
220,13.25,-2.48,2.54
230,14.07,-1.93,1.26
240,13.4,-0.99,0.34
250,11.06,0.57,-0.89
260,6.35,2.73,-2.33
270,1.84,4.67,-3.96
280,-1.41,4.73,-4.41
290,-3.23,4.16,-2.91
300,-4.83,4.31,0.57
310,-7.43,5.0,3.53
320,-9.66,6.12,4.83
330,-11.19,7.3,5.17
340,-11.78,7.76,5.82
350,-11.76,8.09,6.78
360,-10.93,8.6,6.95
370,-9.24,8.91,7.64
380,-7.86,8.98,9.64
390,-7.44,8.88,12.28
400,-8.12,8.75,14.92
410,-9.18,8.5,15.13
420,-9.92,8.14,15.81
430,-11.28,7.93,16.97
440,-11.55,8.19,18.6
450,-10.25,8.57,20.23
460,-8.32,8.38,21.98
470,-5.54,8.77,21.58
480,-3.13,9.46,18.23
490,-2.28,10.57,13.61
500,-1.13,11.24,9.73
510,0.22,11.11,10.41
520,3.11,10.59,10.32
530,2.06,10.17,9.21
540,1.12,9.82,11.86
550,2.32,9.43,16.48
560,4.19,9.12,20.22
570,5.22,9.44,21.78
580,5.21,10.69,21.58
590,4.48,11.86,21.06
600,4.7,12.73,19.66
610,5.22,13.3,18.36
620,6.32,13.69,17.76
630,6.94,14.04,17.76
640,6.81,14.44,17.81
650,7.22,14.86,17.25
660,8.18,14.93,15.72
670,8.93,14.39,13.28
680,8.81,13.02,10.02
690,7.48,11.39,6.6
700,5.6,9.47,3.18
710,4.19,7.28,0.1
720,4.59,4.79,-2.74
730,6.08,2.25,-4.37
740,6.93,0.31,-4.66
750,6.76,-0.87,-4.44
760,5.75,-1.64,-4.41
770,4.03,-2.26,-4.66
780,1.92,-2.76,-4.6
790,0.21,-3.08,-4.82
800,-0.82,-3.21,-4.49
810,-1.39,-3.52,-3.66
820,-0.62,-3.49,-2.8
830,0.27,-2.94,-1.62
840,0.64,-2.32,-0.06
850,0.17,-1.6,0.68
860,-0.94,-0.87,1.3
870,-1.96,-0.71,2.35
880,-3.25,-0.73,3.55
890,-4.57,-0.82,5.46
900,-5.54,-1.26,8.54
910,-6.4,-2.04,12.28
920,-7.22,-2.83,15.74
930,-7.9,-3.27,18.19
940,-8.54,-3.41,19.24
950,-8.34,-3.34,18.56
960,-7.08,-3.14,16.89
970,-5.36,-2.92,15.06
980,-3.7,-2.76,13.66
990,-2.29,-2.69,12.74
1000,-1.06,-2.76,11.99
