timestamp,x,y,z
0,1.54,-1.89,9.17
10,1.34,-1.9,8.97
20,0.81,-1.91,9.01
30,0.23,-1.93,9.29
40,-0.04,-1.97,9.47
50,-0.15,-1.97,9.52
60,-0.15,-2.01,9.7
70,-0.21,-1.98,10.0
80,-0.2,-1.97,10.38
90,0.16,-1.92,10.63
100,0.24,-1.82,10.65
110,0.37,-1.85,10.67
120,0.97,-1.8,10.63
130,1.8,-1.76,10.51
140,1.32,-2.0,11.09
150,1.19,-2.05,11.65
160,2.15,-1.89,11.99
170,3.58,-1.74,12.33
180,5.66,-1.64,12.67
190,8.08,-1.55,12.71
200,10.5,-1.44,12.11
210,12.51,-1.23,10.9
220,13.81,-1.22,9.48
230,14.28,-1.45,8.56
240,14.34,-1.65,8.18
250,13.72,-1.6,8.39
260,12.99,-1.34,8.3
270,13.02,-1.36,6.93
280,13.5,-1.76,3.98
290,13.99,-2.01,0.41
300,14.0,-2.19,-3.57
310,12.6,-1.67,-8.26
320,9.22,-0.12,-13.1
330,5.82,2.23,-15.2
340,1.91,4.69,-14.29
350,-2.34,7.37,-11.69
360,-5.88,9.97,-8.94
370,-7.43,12.13,-5.47
380,-5.15,13.7,-0.77
390,-1.99,14.65,4.61
400,-0.76,15.1,9.95
410,-3.14,15.3,14.19
420,-5.81,15.08,16.16
430,-6.86,14.48,15.92
440,-6.92,13.95,15.65
450,-5.59,13.18,17.31
460,-4.44,12.6,21.97
470,-4.74,11.82,29.11
480,-5.81,11.01,35.27
490,-3.51,10.45,36.65
500,-2.16,10.64,35.93
510,-8.03,12.57,30.61
520,-6.17,14.2,9.64
530,-1.93,14.17,1.13
540,0.45,12.99,-2.63
550,1.49,12.33,2.51
560,1.72,11.36,7.62
570,2.51,10.5,10.78
580,2.87,9.91,12.27
590,3.72,9.54,14.1
600,4.74,9.27,17.02
610,6.0,9.29,20.11
620,6.41,9.78,21.71
630,6.1,10.74,20.94
640,6.2,12.3,18.56
650,6.62,13.61,14.77
660,7.63,14.32,11.45
670,9.13,14.77,9.35
680,10.16,14.88,8.46
690,11.37,14.71,8.56
700,13.2,14.08,9.69
710,15.11,13.22,11.38
720,16.51,12.32,12.79
730,16.8,11.71,12.92
740,15.85,11.3,11.61
750,14.04,10.53,9.37
760,12.14,9.29,7.59
770,11.15,7.67,7.18
780,10.31,6.62,6.98
790,8.65,5.93,5.99
800,6.27,5.09,4.43
810,3.86,4.03,2.38
820,1.9,2.84,-0.08
830,0.28,1.38,-2.65
840,-0.56,-0.11,-3.92
850,-1.41,-1.33,-3.87
860,-2.63,-2.23,-3.11
870,-3.48,-2.73,-2.19
880,-3.65,-3.25,-1.45
890,-3.52,-3.82,-1.09
900,-2.61,-4.28,-1.16
910,-1.91,-4.88,-2.21
920,-0.88,-5.2,-3.12
930,-0.65,-5.1,-4.12
940,0.02,-3.37,-1.81
950,-1.85,-2.93,-1.95
960,-6.02,-2.37,-2.14
970,-8.29,-1.47,-0.89
980,-8.75,-0.68,0.93
990,-7.69,-0.49,3.2
1000,-5.26,-1.18,5.31
