timestamp,x,y,z
0,-0.61,-4.81,8.74
10,-0.68,-4.84,8.8
20,-0.8,-4.86,8.77
30,-0.93,-4.87,8.72
40,-0.87,-4.92,8.63
50,-0.67,-4.96,8.71
60,-0.36,-5.01,8.83
70,-0.06,-5.14,9.1
80,0.26,-5.31,9.28
90,0.71,-5.38,9.49
100,1.27,-5.4,9.56
110,1.86,-5.27,9.46
120,2.61,-5.16,9.22
130,3.24,-4.92,8.9
140,4.11,-4.58,8.08
150,5.71,-4.18,6.22
160,8.03,-3.58,3.17
170,10.07,-2.5,-0.66
180,11.59,-1.14,-3.98
190,11.67,0.13,-5.38
200,9.84,1.23,-4.67
210,6.67,2.7,-1.81
220,3.81,2.93,1.92
230,0.95,3.67,5.3
240,-1.14,4.84,6.96
250,-2.78,5.42,7.34
260,-4.35,5.86,6.94
270,-6.14,6.32,5.98
280,-7.65,6.68,5.2
290,-8.75,6.91,4.91
300,-9.29,7.52,4.64
310,-9.84,7.75,5.12
320,-10.44,7.71,7.19
330,-10.68,7.39,11.81
340,-11.23,7.33,18.62
350,-11.29,7.08,25.69
360,-7.56,6.25,31.17
370,-6.0,6.0,34.3
380,-9.9,8.13,33.28
390,-14.08,9.62,25.06
400,-13.5,12.73,16.46
410,-8.18,12.99,9.52
420,-1.21,12.29,5.65
430,2.54,11.04,4.83
440,3.44,9.52,5.78
450,2.44,8.37,8.36
460,1.05,7.54,11.05
470,0.46,7.58,12.7
480,1.9,7.72,13.53
490,6.2,6.37,14.88
500,5.76,6.44,17.88
510,5.94,7.32,19.18
520,6.38,8.61,20.21
530,7.63,10.92,20.02
540,9.16,13.2,19.16
550,10.73,14.64,17.95
560,12.7,15.97,16.73
570,14.35,16.46,15.63
580,15.27,16.3,14.82
590,16.28,15.67,13.58
600,19.03,14.16,11.05
610,19.49,12.07,8.35
620,17.79,10.13,6.06
630,14.41,8.26,5.3
640,10.35,6.7,5.28
650,6.69,5.32,4.58
660,4.18,4.33,3.0
670,2.9,3.33,1.04
680,1.57,2.13,-1.63
690,0.45,0.79,-4.79
700,0.95,-0.45,-7.25
710,1.49,-1.38,-8.19
720,1.83,-2.0,-7.49
730,1.74,-2.44,-5.86
740,1.24,-2.72,-5.37
750,0.38,-2.65,-5.08
760,-1.27,-2.54,-5.2
770,-3.15,-2.32,-5.23
780,-4.45,-1.95,-4.89
790,-4.92,-1.58,-3.61
800,-4.6,-1.48,-1.65
810,-3.54,-1.4,0.72
820,-2.77,-1.31,3.11
830,-1.97,-1.35,5.33
840,-1.98,-1.56,7.85
850,-2.65,-1.47,10.07
860,-4.05,-1.63,11.73
870,-6.54,-1.81,13.02
880,-9.07,-1.95,14.0
890,-10.67,-2.39,14.72
900,-11.13,-2.69,15.18
910,-10.48,-2.69,15.5
920,-8.63,-2.8,15.6
930,-6.22,-2.93,15.67
940,-3.93,-3.0,15.81
950,-2.03,-2.96,15.91
960,-0.8,-2.97,15.79
970,0.0,-3.09,15.38
980,0.69,-3.17,14.5
990,1.3,-3.22,13.3
1000,1.77,-3.18,11.94
