timestamp,x,y,z
0,2.75,-5.04,7.88
10,2.95,-5.07,8.03
20,3.26,-5.13,7.98
30,3.41,-5.11,7.92
40,3.28,-5.12,7.95
50,3.01,-5.07,8.29
60,2.78,-5.03,8.81
70,2.63,-5.0,9.42
80,2.62,-4.96,9.8
90,2.71,-4.92,9.9
100,2.82,-4.88,9.59
110,2.95,-4.86,9.01
120,2.97,-4.82,8.25
130,2.9,-4.76,7.5
140,2.91,-4.67,6.76
150,2.78,-4.39,5.93
160,2.48,-4.38,5.34
170,1.84,-4.28,4.69
180,0.85,-4.24,4.03
190,-0.06,-4.09,3.25
200,-1.4,-3.76,2.56
210,-2.27,-3.11,1.79
220,-3.32,-2.6,0.92
230,-3.48,-2.14,-0.07
240,-3.17,-1.57,-1.34
250,-3.26,-0.83,-2.5
260,-2.96,-0.15,-3.31
270,-2.19,0.77,-3.6
280,-1.06,1.27,-3.36
290,-0.17,1.74,-2.57
300,1.02,2.56,-1.33
310,1.9,3.59,0.38
320,2.4,4.78,2.78
330,2.52,6.14,6.19
340,1.94,7.04,10.33
350,2.19,7.82,15.02
360,2.71,7.97,19.92
370,4.57,7.91,24.8
380,8.19,7.18,27.15
390,10.3,5.88,26.06
400,10.23,5.06,20.74
410,8.93,4.45,14.28
420,7.34,4.14,9.87
430,6.06,3.95,8.58
440,5.0,3.87,9.68
450,4.41,3.68,12.14
460,4.71,3.38,14.83
470,5.35,2.91,17.05
480,5.94,2.48,18.14
490,6.0,2.48,17.86
500,5.54,2.88,16.62
510,5.16,3.35,14.67
520,4.84,3.73,12.44
530,4.51,3.9,10.87
540,4.22,3.85,10.14
550,4.24,3.64,10.19
560,4.13,3.38,11.02
570,3.64,3.23,12.39
580,3.16,3.26,13.75
590,2.68,3.45,15.01
600,2.27,3.85,16.27
610,1.74,4.06,17.12
620,1.32,4.15,17.23
630,0.78,4.04,16.53
640,0.4,4.29,16.37
650,0.17,4.53,16.65
660,0.16,4.53,16.89
670,0.52,4.56,17.43
680,1.11,4.77,18.26
690,2.05,5.23,19.43
700,4.1,5.85,20.17
710,6.14,6.65,20.32
720,7.54,7.56,19.18
730,8.26,7.86,16.55
740,8.55,8.26,12.55
750,8.1,8.05,8.31
760,7.37,7.15,4.86
770,6.77,5.94,2.46
780,5.9,4.68,1.37
790,5.5,3.52,1.62
800,6.11,2.52,2.84
810,6.88,1.77,3.78
820,7.11,1.17,3.75
830,6.91,0.74,2.96
840,6.44,0.3,1.75
850,5.61,-0.19,0.31
860,4.56,-0.76,-1.24
870,3.44,-1.47,-2.57
880,2.09,-2.29,-3.73
890,1.09,-3.03,-4.81
900,0.82,-3.95,-5.5
910,0.91,-4.92,-5.52
920,1.35,-5.64,-4.98
930,1.81,-5.97,-4.19
940,2.22,-6.07,-3.27
950,2.72,-6.18,-2.41
960,3.24,-6.31,-1.78
970,3.7,-6.33,-1.41
980,4.14,-6.26,-0.98
990,4.69,-6.25,-0.45
1000,4.77,-6.37,0.34
