timestamp,x,y,z
0,0.54,-4.64,13.59
10,0.89,-4.72,14.63
20,0.86,-4.87,15.06
30,0.28,-5.02,14.95
40,-0.41,-4.98,14.8
50,-0.83,-4.76,14.88
60,-0.63,-4.58,14.74
70,-0.1,-4.48,13.94
80,1.08,-4.77,9.96
90,1.44,-4.98,7.8
100,1.45,-5.35,5.48
110,1.35,-5.66,3.8
120,1.13,-5.97,3.42
130,1.22,-6.04,3.68
140,1.5,-5.94,3.9
150,1.41,-5.81,3.57
160,0.71,-5.72,2.64
170,-0.09,-5.7,1.17
180,-0.66,-5.55,-0.26
190,-0.89,-5.38,-1.36
200,-1.27,-5.1,-2.54
210,-1.44,-5.01,-5.99
220,-1.33,-5.02,-11.14
230,-0.82,-4.64,-14.35
240,-0.58,-3.94,-18.69
250,0.33,-2.46,-22.52
260,1.28,0.38,-24.88
270,0.67,3.51,-24.12
280,-0.17,8.2,-19.69
290,-0.73,13.62,-13.71
300,-0.84,18.19,-8.11
310,0.65,21.33,-3.55
320,2.73,25.81,4.23
330,5.75,26.21,16.57
340,6.84,26.02,25.4
350,6.87,23.31,31.1
360,4.3,20.58,34.96
370,1.06,17.59,35.87
380,-1.58,14.54,33.54
390,-3.3,12.56,29.41
400,-4.29,11.57,25.55
410,-5.12,11.15,24.0
420,-4.72,10.7,23.95
430,-2.75,9.79,23.05
440,-1.35,9.13,21.59
450,-0.31,8.32,19.07
460,0.52,7.62,15.63
470,0.88,7.05,12.5
480,1.1,6.25,10.07
490,1.57,5.63,8.26
500,2.09,5.09,7.19
510,2.64,4.67,6.98
520,2.67,4.23,7.04
530,2.35,3.99,6.98
540,1.73,3.82,6.61
550,0.99,3.63,6.46
560,0.39,3.76,6.69
570,-0.16,4.07,7.07
580,-0.53,4.49,7.59
590,-0.56,5.11,8.43
600,-0.45,5.85,9.95
610,-0.36,6.55,12.23
620,-0.69,7.06,14.93
630,-1.43,7.59,17.07
640,-2.38,8.06,18.17
650,-3.62,8.5,18.5
660,-4.9,8.91,18.9
670,-5.85,9.46,20.06
680,-6.28,10.18,21.73
690,-5.93,10.65,22.97
700,-4.53,11.07,23.48
710,-3.19,11.87,22.72
720,-1.72,12.01,20.54
730,0.06,11.76,17.45
740,1.57,11.42,14.45
750,2.9,11.04,12.66
760,4.58,10.39,11.22
770,5.8,9.43,9.94
780,6.87,8.02,8.05
790,7.92,6.56,5.48
800,9.14,4.92,2.87
810,9.95,3.43,0.57
820,9.72,2.0,-1.11
830,8.88,0.29,-2.76
840,8.05,-1.3,-4.26
850,7.66,-2.65,-6.59
860,7.37,-3.55,-6.57
870,7.02,-4.64,-6.3
880,6.58,-5.25,-5.89
890,6.02,-5.85,-4.79
900,5.77,-6.26,-3.51
910,5.63,-6.45,-2.24
920,5.02,-6.39,-1.07
930,3.68,-6.66,-0.41
940,2.57,-6.93,0.12
950,1.93,-7.12,0.76
960,1.75,-7.2,2.2
970,1.65,-7.43,3.09
980,1.36,-7.48,3.76
990,1.0,-7.55,4.5
1000,0.67,-7.6,5.06
