timestamp,x,y,z
0,3.51,-4.05,5.35
10,2.93,-4.19,4.98
20,2.31,-4.35,4.45
30,1.74,-4.5,3.75
40,1.3,-4.7,2.9
50,1.01,-5.02,2.1
60,0.67,-5.36,1.64
70,0.29,-5.63,1.51
80,-0.19,-5.86,1.68
90,-0.4,-6.01,1.83
100,-0.51,-6.17,2.0
110,-0.59,-6.43,2.07
120,-0.72,-6.52,1.96
130,-1.07,-6.63,1.75
140,-1.69,-6.78,1.43
150,-2.36,-6.84,1.13
160,-2.77,-6.87,0.87
170,-3.08,-7.02,0.7
180,-3.23,-6.9,0.66
190,-3.07,-6.85,0.43
200,-2.89,-6.64,-0.2
210,-2.98,-6.45,-1.29
220,-3.29,-6.36,-2.73
230,-4.19,-6.05,-4.16
240,-6.08,-5.42,-5.16
250,-8.21,-4.62,-5.94
260,-9.48,-3.97,-6.96
270,-10.21,-1.87,-8.67
280,-10.44,0.36,-8.93
290,-9.85,2.69,-7.82
300,-7.61,5.06,-6.17
310,-4.52,7.76,-4.64
320,-1.78,10.39,-3.55
330,0.58,12.34,-1.93
340,2.33,14.43,-1.11
350,3.14,15.67,0.91
360,3.38,17.15,4.55
370,3.64,19.12,9.86
380,3.6,20.11,16.44
390,4.4,20.21,23.27
400,5.89,19.79,30.64
410,10.92,19.37,38.88
420,18.34,17.02,45.73
430,22.92,14.03,47.56
440,20.83,10.92,39.03
450,14.82,9.45,26.12
460,9.18,8.03,14.1
470,5.73,6.22,5.91
480,4.74,5.49,1.53
490,5.2,2.0,0.56
500,6.32,0.37,1.33
510,6.94,0.21,3.62
520,6.62,0.22,7.47
530,5.97,0.5,10.88
540,4.88,0.64,12.48
550,3.68,0.75,12.63
560,3.21,0.88,12.08
570,2.97,1.05,11.9
580,3.52,1.94,12.28
590,4.73,2.7,13.62
600,6.48,3.1,15.59
610,8.07,3.35,17.45
620,9.11,3.78,18.93
630,9.02,4.47,19.27
640,7.73,5.2,18.66
650,5.93,5.74,18.02
660,4.01,5.79,18.28
670,3.4,6.04,19.71
680,3.77,6.08,21.45
690,4.37,6.54,22.52
700,4.92,7.07,22.32
710,5.73,7.72,20.97
720,6.48,7.98,19.04
730,7.16,8.11,16.85
740,7.89,8.29,14.86
750,8.06,8.06,13.48
760,7.52,7.78,12.52
770,6.77,7.63,11.69
780,6.01,7.34,10.8
790,5.27,7.05,9.37
800,4.59,6.51,7.42
810,4.13,5.81,5.21
820,3.88,5.02,2.6
830,3.55,4.12,0.1
840,3.06,2.96,-2.29
850,2.48,1.68,-4.33
860,1.78,0.36,-5.5
870,1.17,-0.81,-6.38
880,0.96,-1.78,-6.92
890,1.12,-2.73,-7.52
900,1.32,-3.53,-8.43
910,1.32,-4.54,-8.86
920,0.8,-5.36,-8.96
930,0.1,-5.81,-8.87
940,-0.56,-6.05,-8.61
950,-0.84,-6.24,-8.25
960,-0.7,-6.41,-7.73
970,-0.22,-6.52,-6.7
980,0.47,-6.59,-5.31
990,1.24,-6.57,-3.82
1000,1.9,-6.5,-2.43
