timestamp,x,y,z
0,8.16,-1.05,10.92
10,7.63,-1.07,10.74
20,7.09,-1.22,10.26
30,6.5,-1.48,9.65
40,5.86,-1.67,8.95
50,5.24,-1.89,8.2
60,4.61,-2.23,7.49
70,3.97,-2.55,6.74
80,2.95,-2.87,5.98
90,2.03,-2.91,5.26
100,1.24,-2.94,4.54
110,0.25,-3.37,3.73
120,-1.02,-3.55,2.61
130,-2.54,-3.06,1.18
140,-4.04,-2.18,0.13
150,-5.26,-1.61,-1.24
160,-6.87,-1.18,-1.98
170,-9.76,-0.95,-13.77
180,-7.95,-1.09,-11.81
190,-7.15,-2.26,-10.03
200,-6.94,-1.2,-9.28
210,-7.47,-0.4,-7.84
220,-10.17,-0.01,-9.67
230,-11.09,1.38,-9.44
240,-10.88,3.14,-7.81
250,-9.12,6.02,-4.83
260,-6.72,8.86,-2.12
270,-4.69,11.33,0.28
280,-2.16,13.52,4.14
290,0.3,14.65,5.72
300,2.54,15.14,6.67
310,4.02,14.56,7.3
320,4.29,14.45,6.95
330,5.37,15.7,6.61
340,6.81,17.95,8.01
350,8.25,20.41,10.69
360,9.42,21.49,13.42
370,10.05,21.15,14.64
380,10.43,20.52,14.77
390,10.61,20.18,14.16
400,10.69,19.88,13.3
410,10.65,19.66,12.49
420,10.58,19.35,12.1
430,10.9,19.05,12.08
440,11.37,18.46,12.23
450,12.14,18.5,13.06
460,13.77,17.81,14.37
470,13.16,16.17,16.12
480,11.73,15.27,16.75
490,8.48,16.68,30.47
500,23.02,23.15,41.13
510,13.08,9.51,35.21
520,5.8,11.02,18.48
530,1.86,13.6,6.5
540,-0.81,13.85,-1.19
550,0.03,11.72,-0.81
560,1.55,10.64,0.51
570,2.45,10.91,5.26
580,3.39,10.97,8.65
590,3.82,10.33,10.52
600,3.74,10.39,11.78
610,3.81,10.17,12.85
620,4.37,10.13,13.79
630,5.25,10.45,14.6
640,5.9,10.74,15.14
650,6.23,11.15,15.37
660,6.28,11.4,15.45
670,6.0,11.6,15.49
680,5.7,12.13,15.45
690,5.44,13.17,15.42
700,5.32,13.86,15.19
710,5.38,14.65,14.66
720,5.56,15.46,13.83
730,5.72,16.24,12.79
740,5.84,16.76,11.56
750,5.95,17.01,10.31
760,6.32,17.01,9.18
770,7.03,17.63,8.29
780,7.56,18.19,7.69
790,7.64,18.14,7.05
800,7.57,18.34,6.28
810,7.87,18.57,5.2
820,8.06,18.08,3.92
830,7.73,17.0,2.55
840,7.5,15.63,1.05
850,7.76,14.08,-0.1
860,7.94,13.67,-1.9
870,6.73,13.87,-5.62
880,4.95,12.27,-4.38
890,4.37,7.99,-8.95
900,4.06,3.66,-9.88
910,4.94,2.35,-9.28
920,5.01,2.36,-7.24
930,5.59,2.7,-5.3
940,8.11,2.94,-4.49
950,9.23,2.88,-4.35
960,8.15,2.37,-3.97
970,5.05,1.68,-3.21
980,1.17,0.68,-3.59
990,-1.57,-1.93,-3.72
1000,-3.21,-4.54,-3.27
