timestamp,x,y,z
0,5.56,-3.21,7.8
10,5.47,-3.26,7.67
20,5.4,-3.32,7.54
30,5.34,-3.32,7.48
40,5.28,-3.39,7.41
50,5.21,-3.45,7.38
60,5.09,-3.43,7.34
70,4.87,-3.37,7.25
80,4.6,-3.34,7.11
90,4.25,-3.24,6.87
100,3.84,-3.22,6.58
110,3.32,-3.22,6.18
120,2.69,-3.15,5.69
130,1.89,-3.05,5.25
140,1.09,-2.99,4.82
150,0.32,-2.8,4.35
160,-0.48,-2.49,3.88
170,-1.33,-2.28,3.48
180,-2.21,-1.81,3.04
190,-2.99,-1.22,2.49
200,-3.68,-0.56,1.7
210,-4.12,0.33,0.86
220,-4.46,1.37,0.03
230,-4.42,1.98,-0.92
240,-4.16,2.64,-1.75
250,-3.34,3.31,-2.66
260,-1.95,3.69,-2.91
270,-0.62,2.73,-2.85
280,3.28,1.32,-12.12
290,-0.84,3.94,-8.48
300,-0.45,3.52,-4.78
310,-0.11,5.3,-1.16
320,3.22,7.59,3.33
330,5.69,9.15,3.07
340,5.55,10.78,4.36
350,4.29,12.11,6.31
360,4.42,14.27,8.48
370,6.2,17.67,10.74
380,8.41,21.35,12.58
390,10.35,23.91,14.35
400,11.8,25.27,15.75
410,12.68,25.71,16.93
420,13.26,25.16,18.16
430,13.52,24.6,19.1
440,13.68,24.54,19.7
450,13.84,24.31,20.27
460,14.13,23.19,20.89
470,14.7,21.45,21.5
480,15.07,19.37,21.74
490,15.14,17.39,21.19
500,13.83,15.81,19.82
510,12.19,15.58,18.32
520,11.31,14.82,16.59
530,9.2,14.64,15.25
540,8.37,15.08,14.54
550,7.29,15.12,13.97
560,5.83,15.52,13.34
570,4.48,15.99,12.52
580,3.24,16.09,11.69
590,2.05,15.52,10.86
600,0.68,14.19,10.15
610,-0.81,13.47,9.57
620,-1.78,12.68,9.37
630,-2.19,12.08,9.24
640,-2.21,11.97,9.11
650,-1.65,11.73,8.94
660,-0.37,11.65,8.94
670,1.18,11.84,8.87
680,1.8,12.55,9.54
690,3.15,13.9,10.19
700,4.67,14.97,10.75
710,6.13,15.01,11.07
720,7.8,14.51,11.0
730,9.56,14.31,10.67
740,11.11,14.16,10.12
750,12.29,13.8,9.26
760,12.98,13.28,8.1
770,13.18,12.76,6.74
780,12.71,12.45,5.23
790,11.81,12.34,3.69
800,10.69,12.19,2.1
810,9.35,11.86,0.86
820,7.8,11.53,-0.02
830,6.15,11.06,-0.84
840,4.63,10.41,-1.69
850,3.12,9.77,-2.13
860,1.64,9.1,-2.38
870,0.23,8.0,-2.53
880,-0.95,6.56,-2.28
890,-2.04,4.96,-1.88
900,-3.03,3.37,-1.47
910,-4.04,1.51,-1.05
920,-5.06,-0.28,-0.65
930,-6.31,-1.82,-0.46
940,-11.42,-3.91,-1.28
950,-16.56,-6.55,-4.74
960,-9.58,-5.27,-1.47
970,-4.71,-5.76,0.89
980,-3.28,-6.81,0.22
990,-3.26,-6.55,-1.27
1000,-2.5,-7.06,-2.32
