timestamp,x,y,z
0,1.83,-6.52,7.22
10,1.86,-6.54,7.03
20,2.1,-6.59,6.94
30,2.39,-6.62,6.88
40,2.62,-6.62,6.78
50,2.78,-6.66,6.65
60,2.83,-6.69,6.64
70,2.82,-6.68,6.69
80,2.73,-6.69,6.71
90,2.57,-6.67,6.68
100,2.4,-6.65,6.66
110,2.24,-6.58,6.66
120,2.12,-6.57,6.58
130,1.95,-6.54,6.51
140,1.75,-6.48,6.42
150,1.41,-6.39,6.31
160,0.88,-6.32,6.1
170,0.24,-6.22,5.8
180,-0.4,-6.03,5.44
190,-1.04,-5.63,4.94
200,-1.85,-4.97,3.86
210,-3.14,-3.86,1.88
220,-5.37,-2.88,-0.96
230,-8.28,-2.38,-4.0
240,-11.02,-2.89,-6.7
250,-9.49,-0.78,-9.25
260,-6.56,0.98,-10.9
270,-2.72,3.22,-10.49
280,0.44,5.21,-9.13
290,0.37,5.15,-7.03
300,0.06,7.92,-1.99
310,-0.26,9.22,1.02
320,0.59,10.44,3.77
330,2.4,11.32,6.74
340,3.84,11.64,10.08
350,4.1,11.52,13.45
360,4.86,11.48,17.05
370,5.95,11.96,19.84
380,6.79,11.8,22.08
390,7.56,11.67,23.6
400,7.58,11.34,24.34
410,7.29,10.53,23.64
420,6.74,9.86,21.55
430,5.89,9.21,18.67
440,5.51,8.65,15.58
450,5.94,8.08,13.07
460,6.82,7.64,11.55
470,7.24,7.25,10.79
480,7.21,6.81,10.6
490,6.95,6.44,10.76
500,6.68,5.87,11.04
510,6.18,5.77,11.31
520,5.47,5.98,11.96
530,5.81,6.99,14.72
540,5.04,6.0,16.0
550,4.64,5.94,16.24
560,4.44,5.91,16.36
570,4.35,6.16,16.57
580,4.66,6.32,17.19
590,4.92,6.23,17.73
600,5.05,6.53,18.12
610,5.29,7.55,18.02
620,5.17,7.48,18.0
630,4.73,7.1,18.47
640,4.63,7.23,18.77
650,4.63,7.55,18.78
660,5.09,8.35,18.89
670,6.31,9.27,19.2
680,8.09,10.44,18.78
690,9.53,11.3,16.64
700,9.84,11.65,13.32
710,9.63,11.51,9.89
720,9.0,10.68,7.13
730,8.3,9.69,5.66
740,7.9,8.88,4.3
750,7.43,7.6,2.94
760,6.8,6.19,1.81
770,6.05,4.59,0.91
780,5.39,3.17,0.43
790,4.94,1.9,0.09
800,4.32,0.9,-0.38
810,3.43,0.11,-1.1
820,2.69,-0.67,-2.07
830,2.17,-1.48,-3.21
840,1.89,-2.48,-4.09
850,1.44,-3.24,-4.71
860,1.49,-3.93,-5.17
870,2.33,-4.74,-5.51
880,3.04,-5.41,-5.31
890,3.39,-6.0,-4.6
900,3.16,-6.31,-3.66
910,2.85,-6.47,-2.55
920,2.6,-6.68,-1.39
930,2.35,-6.98,-0.33
940,1.97,-7.24,0.38
950,1.65,-7.42,0.71
960,1.35,-7.52,0.79
970,1.23,-7.62,0.91
980,1.35,-7.57,0.99
990,1.84,-7.62,0.98
1000,2.54,-7.64,0.88
